Rank,Channel Name,Subscribers,Total Views,Total Videos,Category,Channel Type,Views Rank,Views Last 30 Days,Min Monthly Earnings,Max Monthly Earnings,Min Yearly Earnings,Max Yearly Earnings,Year,Month,Day,Month no.,Created Date
614,Dear Sir,15800000,1349288771,633,Education,Education,8066,24056000,6000,96200,72200,1200000,2016,Dec,13,12,13-Dec-16
615,Narendra Modi,15800000,3392918989,20679,News & Politics,News,2406,185969000,46500,743900,557900,8900000,2007,Oct,26,10,26-Oct-07
617,Rotten Tomatoes Trailers,15800000,13116313599,10441,Film & Animation,Film,285,25738000,6400,103000,77200,1200000,2011,Apr,1,4,01-Apr-11
620,My Family,15700000,6153495609,150,Other,People,731590,939647,235,3800,2800,45100,2019,Dec,3,12,03-Dec-19
626,Linus Tech Tips,15600000,7172386509,6542,Science & Technology,Tech,802,88224000,22100,352900,264700,4200000,2008,Nov,25,11,25-Nov-08
632,Infobells Bangla,15500000,7776706184,359,Education,Education,687,167888000,42000,671600,503700,8100000,2016,Jun,13,6,13-Jun-16
637,Talking Tom & Friends,15500000,6396049701,417,Entertainment,Film,956,27375000,6800,109500,82100,1300000,2010,Oct,14,10,14-Oct-10
639,Harsh Beniwal,15400000,1781226000,165,Comedy,Comedy,5724,27963000,7000,111900,83900,1300000,2015,May,6,5,06-May-15
641,Mobile Legends: Bang Bang,15400000,1543608082,1647,Gaming,Games,6793,55369000,13800,221500,166100,2700000,2016,Jul,14,7,14-Jul-16
643,Mrwhosetheboss,15400000,3736069980,1577,Science & Technology,Tech,2083,167697000,41900,670800,503100,8000000,2011,Apr,20,4,20-Apr-11
647,Fc Barcelona,15300000,2656528205,10988,Sports,Sports,3356,84867000,21200,339500,254600,4100000,2006,Feb,6,2,06-Feb-06
648,Dave And Ava - Nursery Rhymes And Baby Songs,15300000,10714145606,851,Education,Education,390,77053000,19300,308200,231200,3700000,2014,Dec,4,12,04-Dec-14
649,Lokesh Gamer,15300000,1640078055,1397,Gaming,Games,6356,5920000,1500,23700,17800,284200,2017,Nov,16,11,16-Nov-17
653,The Mridul,15200000,4503880875,106,Comedy,Comedy,1593,98329000,24600,393300,295000,4700000,2015,Mar,14,3,14-Mar-15
657,T-Series Hamaar Bhojpuri,15200000,7564652648,9862,Entertainment,Music,728,105978000,26500,423900,317900,5100000,2011,Nov,1,11,01-Nov-11
659,Cnn,15200000,14198154095,160405,News & Politics,News,247,187006000,46800,748000,561000,9000000,2005,Oct,2,10,02-Oct-05
660,Ndtv India,15200000,6624168155,91704,News & Politics,News,900,49662000,12400,198600,149000,2400000,2008,Jan,19,1,19-Jan-08
664,Musas,15100000,2400037562,159,Howto & Style,People,3889418,86,0.02,0.34,0.26,4,2006,Mar,12,3,12-Mar-06
671,Edisonpts,15100000,6668507856,3733,Gaming,Games,894,95603000,23900,382400,286800,4600000,2013,Jun,24,6,24-Jun-13
674,Abs-Cbn News,15100000,10489367372,209520,News & Politics,News,404,181644000,45400,726600,544900,8700000,2009,Oct,22,10,22-Oct-09
677,Morealia,15000000,4352427049,2324,Gaming,Games,1663,250995000,62700,1000000,753000,12000000,2013,May,6,5,06-May-13
680,League Of Legends,15000000,7159750970,1362,Gaming,Games,805,43133000,10800,172500,129400,2100000,2009,Feb,9,2,09-Feb-09
683,Playstation,15000000,4741434420,20292,Gaming,Games,1469,41789000,10400,167200,125400,2000000,2005,Dec,16,12,16-Dec-05
684,Kwebbelkop,15000000,6889304306,5198,Gaming,Film,857,29724000,7400,118900,89200,1400000,2008,Apr,2,4,02-Apr-08
685,Republic Bharat,15000000,7536093065,206,News & Politics,News,1145576,998,0.25,4,3,48,2018,Aug,16,8,16-Aug-18
689,Ray William Johnson,15000000,10239836582,1803,Entertainment,Comedy,423,312858000,78200,1300000,938600,15000000,2008,May,26,5,26-May-08
690,Kompastv,15000000,11827310821,269050,News & Politics,News,331,113064000,28300,452300,339200,5400000,2013,Aug,23,8,23-Aug-13
702,Tazercraft,14900000,5956193599,4175,Gaming,Games,1066,39775000,9900,159100,119300,1900000,2011,Jul,13,7,13-Jul-11
703,Bayashi Tv,14900000,8615618825,93,Entertainment,Autos,3468229,2477,0.62,10,7,119,2012,Nov,19,11,19-Nov-12
705,Crashcourse,14800000,1833519700,1481,Education,Education,5533,7177000,1800,28700,21500,344500,2006,May,20,5,20-May-06
707,Lachlan,14800000,5269059435,3834,Gaming,Games,1253,21072000,5300,84300,63200,1000000,2013,Mar,19,3,19-Mar-13
713,Filaretiki,14800000,15788208522,2222,Other,People,195,1203000000,300800,4800000,3600000,57800000,2021,Mar,24,3,24-Mar-21
718,The Slow Mo Guys,14700000,2465473772,317,Entertainment,Education,3746,18978000,4700,75900,56900,911000,2010,Aug,15,8,15-Aug-10
719,Studyiq Ias,14700000,4029253667,43564,Education,Education,1879,74483000,18600,297900,223400,3600000,2015,Jun,22,6,22-Jun-15
722,Netflix Jr.,14700000,8882319696,1996,Education,Education,552,79402000,19900,317600,238200,3800000,2012,Jan,28,1,28-Jan-12
724,Abc News,14700000,12961669452,80830,News & Politics,News,289,185709000,46400,742800,557100,8900000,2006,Aug,7,8,07-Aug-06
734,Mis Pastelitos,14600000,2750902766,603,Howto & Style,Music,3248,50677000,12700,202700,152000,2400000,2014,Jun,24,6,24-Jun-14
735,Noman Official,14600000,5525773746,560,Comedy,Film,1185,139116000,34800,556500,417300,6700000,2019,Oct,28,10,28-Oct-19
738,Les Boys Tv2,14500000,4577292740,453,Entertainment,Film,1565,449576,112,1800,1300,21600,2017,Feb,7,2,07-Feb-17
739,Lotus Music,14500000,1739129375,514,Other,Tech,5926,23034000,5800,92100,69100,1100000,2021,Jun,1,6,01-Jun-21
742,Bbc News,14500000,4598387043,18972,News & Politics,News,1548,66273000,16600,265100,198800,3200000,2006,Apr,8,4,08-Apr-06
743,Eli Kids - Cartoons & Songs,14500000,4821183481,605,Other,Music,1423,149241000,37300,597000,447700,7200000,2018,Jan,16,1,16-Jan-18
752,Lilly Singh,14500000,3517662420,1064,Comedy,Comedy,2297,5329000,1300,21300,16000,255800,2010,Oct,29,10,29-Oct-10
758,Cyprien,14400000,3086254545,222,Comedy,Comedy,2767,11417000,2900,45700,34300,548000,2007,Feb,25,2,25-Feb-07
762,Rosanna Pansino,14400000,4597228794,1248,Howto & Style,Howto,1552,26683000,6700,106700,80000,1300000,2010,Apr,8,4,08-Apr-10
766,Zig & Sharko,14400000,9023952946,978,Film & Animation,Film,534,62689000,15700,250800,188100,3000000,2015,May,6,5,06-May-15
775,Tommyinnit,14200000,2084791147,342,Gaming,Games,4696,54291000,13600,217200,162900,2600000,2015,Dec,24,12,24-Dec-15
776,E-Mastersensei,14200000,3920559552,1300,Gaming,Games,1971,44575000,11100,178300,133700,2100000,2016,Jan,13,1,13-Jan-16
777,Infobells - Kannada,14200000,6554000320,433,Education,Education,912,141688000,35400,566800,425100,6800000,2014,Mar,13,3,13-Mar-14
779,The Dodo,14200000,9964116817,8,Pets & Animals,nan,4050736,7208,2,29,22,346,2006,Jun,14,6,14-Jun-06
780,Sevengers,14200000,10238593147,872,Comedy,Comedy,422,367898000,92000,1500000,1100000,17700000,2018,Jun,4,6,04-Jun-18
787,Supercar Blondie,14100000,5405563355,855,Autos & Vehicles,Autos,1202,353259000,88300,1400000,1100000,17000000,2007,Sep,12,9,12-Sep-07
791,F2Freestylers - Ultimate Soccer Skills Channel,14100000,3280481927,777,Sports,Sports,2530,10222000,2600,40900,30700,490600,2011,Apr,9,4,09-Apr-11
793,Am3Nlc,14000000,4959982720,5757,Gaming,People,1392,10210000,2600,40800,30600,490100,2012,Dec,15,12,15-Dec-12
802,Crescendo Com Luluca,14000000,5094050461,1307,Entertainment,People,1327,68058000,17000,272200,204200,3300000,2015,Aug,30,8,30-Aug-15
803,Jazzghost,13900000,5673347763,5494,Gaming,Games,1140,106718000,26700,426900,320200,5100000,2012,Aug,30,8,30-Aug-12
804,Karameeshchannel,13900000,9106781518,2254,Entertainment,Music,526,87639000,21900,350600,262900,4200000,2012,Jan,18,1,18-Jan-12
805,Darkar Company Studios,13900000,2244318380,183,Film & Animation,Comedy,4234,4598000,1100,18400,13800,220700,2009,Feb,15,2,15-Feb-09
807,T-Series Regional,13900000,5217553897,15075,Entertainment,Music,1275,33484000,8400,133900,100500,1600000,2011,Feb,14,2,14-Feb-11
812,Veritasium,13900000,2165885634,369,Education,Education,4466,44149000,11000,176600,132400,2100000,2010,Jul,21,7,21-Jul-10
815,Hacksmith Industries,13800000,1820559912,887,Science & Technology,Tech,5524,83943000,21000,335800,251800,4000000,2006,Apr,20,4,20-Apr-06
819,Geo News,13800000,5727888539,190093,News & Politics,News,1127,100053000,25000,400200,300200,4800000,2007,Jan,10,1,10-Jan-07
820,Kids Tv India Hindi Nursery Rhymes,13800000,6646953396,1505,Shows,Education,898,78651000,19700,314600,236000,3800000,2014,Nov,17,11,17-Nov-14
823,Goldmines Premiere,13700000,1973638757,975,Entertainment,Film,5047,37648000,9400,150600,112900,1800000,2013,Oct,12,10,12-Oct-13
825,The Vishal Bhatt,13700000,9596430464,1040,Comedy,Comedy,487,379240000,94800,1500000,1100000,18200000,2021,Aug,15,8,15-Aug-21
826,Nishamadhulika,13700000,2939201386,2158,Howto & Style,Howto,2972,22235000,5600,88900,66700,1100000,2009,Aug,2,8,02-Aug-09
828,Faptv,13700000,5457203710,863,Comedy,Comedy,1205,35124000,8800,140500,105400,1700000,2014,Feb,26,2,26-Feb-14
830,Infobells,13700000,5178142148,495,Education,Education,1289,23893000,6000,95600,71700,1100000,2011,Oct,20,10,20-Oct-11
832,Acenix,13600000,2122062016,368,Gaming,Games,4572,47436000,11900,189700,142300,2300000,2014,Jan,2,1,02-Jan-14
833,Zeinab Harake,13600000,896891351,273,Other,People,13437,12088000,3000,48400,36300,580200,2017,Oct,19,10,19-Oct-17
834,Dallmyd,13600000,1948925559,412,Sports,Sports,5133,30677000,7700,122700,92000,1500000,2011,Feb,1,2,01-Feb-11
836,Jojo Tv - Hindi Stories,13600000,5141201173,1097,Education,Film,1303,10764000,2700,43100,32300,516700,2016,Dec,25,12,25-Dec-16
838,Saturday Night Live,13600000,14717282742,8335,Entertainment,Comedy,232,56626000,14200,226500,169900,2700000,2013,Jul,23,7,23-Jul-13
839,Budi01 Gaming,13500000,1181292450,319,Gaming,Games,9540,13436000,3400,53700,40300,644900,2019,Jul,19,7,19-Jul-19
840,Typical Gamer,13500000,4301581610,4312,Gaming,Games,1716,32557000,8100,130200,97700,1600000,2008,Aug,24,8,24-Aug-08
841,Anaysa,13500000,3445794123,591,Howto & Style,Howto,2364,29706000,7400,118800,89100,1400000,2012,Mar,10,3,10-Mar-12
842,Julia Gisella,13500000,5380132790,19,Entertainment,Music,3767960,1615,0.4,6,5,78,2015,Mar,24,3,24-Mar-15
844,Lady Diana,13500000,8265920659,1403,Entertainment,People,620,75162000,18800,300600,225500,3600000,2016,Mar,21,3,21-Mar-16
845,Sanjoy Das Official,13500000,3912334359,1793,Entertainment,Games,1954,179232000,44800,716900,537700,8600000,2015,Apr,29,4,29-Apr-15
849,Wengie,13500000,1900272833,462,Howto & Style,Howto,5297,1335000,334,5300,4000,64100,2010,Sep,9,9,09-Sep-10
853,Vibhu 96,13400000,20563378,256,Other,Education,342460,20264000,5100,81100,60800,972700,2022,Jun,5,6,05-Jun-22
857,H2Odelirious,13400000,4356686216,3727,Gaming,Games,1683,16785000,4200,67100,50400,805700,2007,May,24,5,24-May-07
858,Gma Integrated News,13400000,9569814790,296272,News & Politics,News,486,115459000,28900,461800,346400,5500000,2007,Oct,29,10,29-Oct-07
861,Trakin Tech,13300000,2262690743,3640,Science & Technology,Tech,4152,43669000,10900,174700,131000,2100000,2011,Nov,2,11,02-Nov-11
862,Theradbrad,13300000,6050102764,8195,Gaming,Games,1038,15694000,3900,62800,47100,753300,2006,Nov,27,11,27-Nov-06
866,Vogue,13300000,4177184071,3166,Entertainment,People,1789,45095000,11300,180400,135300,2200000,2008,Jun,29,6,29-Jun-08
871,Just For Laughs Gags,13300000,7406628736,6916,Comedy,Comedy,764,17468000,4400,69900,52400,838500,2007,Jan,14,1,14-Jan-07
872,Kabita'S Kitchen,13300000,2831275503,1489,Howto & Style,Howto,3123,43118000,10800,172500,129400,2100000,2014,Oct,7,10,07-Oct-14
873,Banderitax,13300000,4129249415,1640,Gaming,Games,1818,70712000,17700,282800,212100,3400000,2013,Aug,20,8,20-Aug-13
877,Brawl Stars,13200000,2036408398,172,Gaming,Games,4846,20369000,5100,81500,61100,977700,2017,Apr,28,4,28-Apr-17
879,Sonotek Bhakti,13200000,3789736218,8019,Entertainment,Music,2063,25321000,6300,101300,76000,1200000,2010,Dec,27,12,27-Dec-10
880,Vilmei,13200000,4205664894,1324,Other,People,1786,264308000,66100,1100000,792900,12700000,2013,Sep,25,9,25-Sep-13
882,The Infographics Show,13200000,5263540904,4279,Education,Education,1252,51820000,13000,207300,155500,2500000,2011,Feb,26,2,26-Feb-11
885,Technology Gyan,13200000,1138262456,1022,Science & Technology,Tech,9955,18518000,4600,74100,55600,888900,2015,Nov,17,11,17-Nov-15
887,Ryan Trahan,13100000,2182651464,33,Entertainment,People,4051001,248,0.06,0.99,0.74,12,2022,Jun,27,6,27-Jun-22
889,Wiederdude,13100000,2733682792,289,Other,Games,3275,56894000,14200,227600,170700,2700000,2016,Jun,12,6,12-Jun-16
906,Gh'S,13000000,8739174649,510,Gaming,Games,553,1081000000,270300,4300000,3200000,51900000,2020,Jul,7,7,07-Jul-20
908,Wolfoo Channel,13000000,301547793,22,Other,People,4035874,590,0.15,2,2,28,2021,Aug,11,8,11-Aug-21
914,Gymvirtual,12900000,2509752944,1572,Sports,Sports,3645,11993000,3000,48000,36000,575700,2010,Nov,1,11,01-Nov-10
923,Talking Angela,12800000,3632438963,233,Entertainment,Film,2184,27957000,7000,111800,83900,1300000,2014,Sep,2,9,02-Sep-14
926,Troom Troom India,12800000,6804072897,2385,Howto & Style,Howto,873,17270000,4300,69100,51800,829000,2015,Apr,19,4,19-Apr-15
928,Adam W,12800000,9502983550,681,Comedy,Comedy,492,228951000,57200,915800,686900,11000000,2015,Oct,4,10,04-Oct-15
929,Right To Shiksha,12800000,7876740921,2044,Education,Education,670,213738000,53400,855000,641200,10300000,2020,Apr,23,4,23-Apr-20
931,Fact Fire King,12700000,1159290255,782,Other,Games,9683,51291000,12800,205200,153900,2500000,2020,Jul,29,7,29-Jul-20
933,Franco Escamilla,12700000,4266957149,2483,Comedy,Comedy,1740,77482000,19400,309900,232400,3700000,2007,Oct,19,10,19-Oct-07
938,Youngboy Never Broke Again,12700000,13174393401,142,Entertainment,Music,279,169968000,42500,679900,509900,8200000,2015,Jan,4,1,04-Jan-15
939,Blossom,12700000,4733873025,812,Howto & Style,Howto,1472,43868000,11000,175500,131600,2100000,2017,Jun,1,6,01-Jun-17
941,Piuzinho,12700000,1081285962,504,Gaming,Games,10642,3619000,905,14500,10900,173700,2015,May,13,5,13-May-15
942,Heidi Y Zidane,12700000,6001189018,600,Other,People,1052,16117000,4000,64500,48400,773600,2019,Dec,2,12,02-Dec-19
953,Health Time,12500000,1002219689,1810,Howto & Style,People,11667,1395000,349,5600,4200,66900,2016,Sep,25,9,25-Sep-16
954,Yair17,12500000,1402042328,1109,Gaming,Games,7741,8869000,2200,35500,26600,425700,2014,Jan,22,1,22-Jan-14
955,Little Baby Bum En Espaï¿½Ï,12500000,6956320454,1459,Education,Education,843,16319000,4100,65300,49000,783300,2014,Jun,6,6,06-Jun-14
959,Troom Troom Pt,12500000,4384177908,2738,Howto & Style,Howto,1667,13501000,3400,54000,40500,648100,2015,Apr,19,4,19-Apr-15
961,Ndtv,12500000,4935793409,151136,Entertainment,News,1395,58527000,14600,234100,175600,2800000,2006,May,8,5,08-May-06
969,Ckm,12500000,4465772496,117,Comedy,Comedy,1621,13142000,3300,52600,39400,630800,2018,Feb,20,2,20-Feb-18
970,Quantum Tech Hd,12500000,4340213066,223,Science & Technology,nan,3956586,8721,2,35,26,419,2022,Apr,23,4,23-Apr-22
971,_Vector_,12400000,7597013023,398,Comedy,Comedy,720,903672000,225900,3600000,2700000,43400000,2019,Mar,24,3,24-Mar-19
972,Dev Ke Facts,12400000,1971226335,218,Other,Education,5034,273670000,68400,1100000,821000,13100000,2012,Sep,29,9,29-Sep-12
978,Timba Vk,12400000,2840137980,1024,Gaming,Games,3116,24022000,6000,96100,72100,1200000,2012,Jun,16,6,16-Jun-12
985,Bharatzkitchen Hindi,12400000,2315226648,729,Howto & Style,Howto,4042,30968000,7700,123900,92900,1500000,2016,Aug,10,8,10-Aug-16
989,Caylus,12400000,4779139505,1340,Education,Games,1442,177600000,44400,710400,532800,8500000,2016,Apr,6,4,06-Apr-16
993,Panda,12300000,2214684303,2452,Other,Games,129005,67035,17,268,201,3200,2006,Sep,11,9,11-Sep-06
994,Robtopgames,12300000,374123483,39,Gaming,Games,35112,3871000,968,15500,11600,185800,2012,May,9,5,09-May-12
995,Make Joke Of,12300000,2129773714,62,Comedy,Comedy,4568,24000000,6000,96000,72000,1200000,2017,Aug,1,8,01-Aug-17
9,Like Nastya,106000000,90479060027,493,People & Blogs,People,630,48947000,12200,195800,146800,2300000,2016,Jan,14,1,14-Jan-16
14,Blackpink,89800000,32144597566,543,People & Blogs,Music,32,498930000,124700,2000000,1500000,23900000,2016,Jun,29,6,29-Jun-16
64,Shakira,43500000,27568757295,326,People & Blogs,Howto,52,353412000,88400,1400000,1100000,17000000,2005,Oct,16,10,16-Oct-05
72,Kimberly Loaiza,41300000,5603111948,291,People & Blogs,People,1157,136745000,34200,547000,410200,6600000,2016,Nov,16,11,16-Nov-16
86,Shfa,38400000,21528116909,982,People & Blogs,Games,150882,1589000,397,6400,4800,76300,2018,May,24,5,24-May-18
96,Abp News,37000000,13102611515,301308,People & Blogs,News,280,267060000,66800,1100000,801200,12800000,2012,Jun,1,6,01-Jun-12
152,Yolo Aventuras,31200000,9673649438,65,People & Blogs,Comedy,3361188,3589,0.9,14,11,172,2018,Dec,16,12,16-Dec-18
219,Nichlmao,26000000,14101010609,868,People & Blogs,People,249,606362000,151600,2400000,1800000,29100000,2018,Sep,25,9,25-Sep-18
225,Lospolinesios,25700000,7466926260,982,People & Blogs,People,746,30501000,7600,122000,91500,1500000,2012,Dec,16,12,16-Dec-12
235,Wb Kids,25200000,11081602368,2025,People & Blogs,Film,375,140319000,35100,561300,421000,6700000,2015,Mar,31,3,31-Mar-15
246,Mujjuu___14,24800000,14655527943,872,People & Blogs,People,234,400222000,100100,1600000,1200000,19200000,2020,May,18,5,18-May-20
288,Lady Gaga,23200000,15751661213,172,People & Blogs,Music,198,143169000,35800,572700,429500,6900000,2008,May,15,5,15-May-08
292,Ted,23100000,2551113422,4445,People & Blogs,Tech,3568,13246000,3300,53000,39700,635800,2006,Dec,6,12,06-Dec-06
304,Vania Mania Kids,22700000,10115316784,985,People & Blogs,Education,438,155215000,38800,620900,465600,7500000,2015,Sep,9,9,09-Sep-15
311,Leonata Family,22600000,27084848152,2321,People & Blogs,People,57,1174000000,293500,4700000,3500000,56300000,2021,Sep,28,9,28-Sep-21
316,Smile Family,22300000,8663830163,34,People & Blogs,Music,3805801,735,0.18,3,2,35,2019,Nov,3,11,03-Nov-19
323,Zach Choi Asmr,21900000,5918314128,946,People & Blogs,People,1069,234222000,58600,936900,702700,11200000,2014,Jul,5,7,05-Jul-14
326,Stokes Twins,21800000,4469711607,257,People & Blogs,People,1610,197953000,49500,791800,593900,9500000,2008,Apr,11,4,11-Apr-08
332,Sourav Joshi Vlogs,21700000,9392093496,1390,People & Blogs,People,498,265336000,66300,1100000,796000,12700000,2019,Feb,19,2,19-Feb-19
337,Tekashi 6Ix9Ine,21500000,5890180734,51,People & Blogs,Music,1081,113542000,28400,454200,340600,5400000,2018,Apr,6,4,06-Apr-18
343,The Royalty Family,21300000,6269945014,733,People & Blogs,People,982,160227000,40100,640900,480700,7700000,2017,Apr,13,4,13-Apr-17
345,Ishaan Ali 11,21300000,12761253839,951,People & Blogs,People,301,729409000,182400,2900000,2200000,35000000,2016,Jul,27,7,27-Jul-16
360,Liv Crime,20900000,11058049885,9850,People & Blogs,People,372,383700000,95900,1500000,1200000,18400000,2020,Aug,18,8,18-Aug-20
368,Tuzelity Shuffle,20700000,8658941531,889,People & Blogs,People,570,552266000,138100,2200000,1700000,26500000,2015,Oct,26,10,26-Oct-15
377,Jake Paul,20400000,7311322368,1006,People & Blogs,People,778,14646000,3700,58600,43900,703000,2013,Sep,19,9,19-Sep-13
400,Buzzfeedvideo,20100000,17913237851,7737,People & Blogs,People,150,9112000,2300,36400,27300,437400,2011,Aug,10,8,10-Aug-11
411,Troom Troom Es,19700000,7452667615,2912,People & Blogs,Howto,747,29387000,7300,117500,88200,1400000,2016,Feb,5,2,05-Feb-16
422,Jukilop,19400000,1577859332,85,People & Blogs,People,6674,2382000,595,9500,7100,114300,2017,Sep,15,9,15-Sep-17
428,Shane,19200000,4329121104,570,People & Blogs,Comedy,1705,2730000,683,10900,8200,131100,2005,Sep,22,9,22-Sep-05
458,The Ace Family,18500000,4558380251,712,People & Blogs,People,1572,2835000,709,11300,8500,136100,2016,Jan,10,1,10-Jan-16
459,Like Nastya Vlog,18500000,8147575884,493,People & Blogs,People,630,48947000,12200,195800,146800,2300000,2016,Jan,14,1,14-Jan-16
460,Willie Salim,18500000,4051072188,679,People & Blogs,People,1868,197369000,49300,789500,592100,9500000,2014,Jan,6,1,06-Jan-14
470,Bobby Chourasiya,18200000,9937823152,442,People & Blogs,People,452,467848000,117000,1900000,1400000,22500000,2019,Jan,25,1,25-Jan-19
485,David Dobrik,17900000,7176572299,536,People & Blogs,People,801,8650000,2200,34600,26000,415200,2014,Dec,19,12,19-Dec-14
486,Katieangel,17900000,3841205465,982,People & Blogs,Music,2014,51687000,12900,206700,155100,2500000,2015,May,19,5,19-May-15
494,Priyal Kukreja,17800000,11057945183,772,People & Blogs,People,378,431390000,107800,1700000,1300000,20700000,2021,Apr,23,4,23-Apr-21
499,Jaanvi Patel,17700000,7912733203,512,People & Blogs,People,671,346753000,86700,1400000,1000000,16600000,2018,Jul,18,7,18-Jul-18
519,Koray Zeynep,17400000,16560557488,2078,People & Blogs,People,173,426389000,106600,1700000,1300000,20500000,2016,Jul,8,7,08-Jul-16
553,Tu Cosmopolis,16700000,5089284369,8741,People & Blogs,People,1337,16139000,4000,64600,48400,774700,2014,Aug,28,8,28-Aug-14
589,Xo Team,16200000,14784781923,189,People & Blogs,People,153622,37911,9,152,114,1800,2020,Sep,12,9,12-Sep-20
591,Extrapolinesios,16200000,4813127504,2,People & Blogs,People,3945744,510,0.13,2,2,24,2015,Nov,21,11,21-Nov-15
602,Sagar Kalra (Shorts),16000000,6543629679,453,People & Blogs,People,921,74062000,18500,296200,222200,3600000,2017,Jun,30,6,30-Jun-17
616,Arif Muhammad,15800000,4122634467,542,People & Blogs,Comedy,1816,71870000,18000,287500,215600,3400000,2017,Jan,18,1,18-Jan-17
628,5-Minute Crafts Family,15600000,6165757696,4245,People & Blogs,Howto,1005,27382000,6800,109500,82100,1300000,2018,Dec,13,12,13-Dec-18
642,Roman Atwood Vlogs,15400000,5469103954,1756,People & Blogs,People,1201,1583000,396,6300,4700,76000,2013,Aug,12,8,12-Aug-13
646,Kerajinan 5-Menit,15400000,4750420071,4186,People & Blogs,Howto,1461,19740000,4900,79000,59200,947500,2018,Nov,21,11,21-Nov-18
650,Ilya Borzov,15300000,9938811455,2175,People & Blogs,People,441,475565000,118900,1900000,1400000,22800000,2021,Apr,1,4,01-Apr-21
661,It'S Mamix,15100000,1777072487,210,People & Blogs,People,5778,15984000,4000,63900,48000,767200,2017,Feb,1,2,01-Feb-17
666,Powerfuljre,15100000,3060202847,1037,People & Blogs,People,2796,43409000,10900,173600,130200,2100000,2013,Jan,12,1,12-Jan-13
678,Chetan Monga Vlogs,15000000,9924103188,899,People & Blogs,People,457,113572000,28400,454300,340700,5500000,2014,Aug,17,8,17-Aug-14
700,Zutigang,14900000,15913320995,1363,People & Blogs,People,192,346653000,86700,1400000,1000000,16600000,2021,Mar,5,3,05-Mar-21
709,Meghan Trainor,14800000,8649303688,233,People & Blogs,Music,580,51645000,12900,206600,154900,2500000,2008,Jun,4,6,04-Jun-08
712,Beast Philanthropy,14800000,272678287,34,People & Blogs,Games,3968552,37883,9,152,114,1800,2015,Jan,31,1,31-Jan-15
714,5-Minute Crafts Recycle,14800000,8866012877,3867,People & Blogs,Howto,554,53181000,13300,212700,159500,2600000,2019,Jun,7,6,07-Jun-19
727,Auron,14600000,3337074920,961,People & Blogs,Games,2455,60568000,15100,242300,181700,2900000,2013,Dec,12,12,12-Dec-13
748,Tv9 Bharatvarsh,14500000,10303519926,293516,People & Blogs,News,414,418474000,104600,1700000,1300000,20100000,2018,Nov,19,11,19-Nov-18
761,Indore Physical Academy,14400000,4156427797,1838,People & Blogs,People,1793,70409000,17600,281600,211200,3400000,2014,Apr,19,4,19-Apr-14
799,Viralhog,14000000,18917687143,41117,People & Blogs,Animals,136,1364000000,340900,5500000,4100000,65500000,2014,Aug,22,8,22-Aug-14
800,Etv Jabardasth,14000000,13542939513,9652,People & Blogs,Comedy,268,133584000,33400,534300,400800,6400000,2015,Jul,14,7,14-Jul-15
806,Dental Digest,13900000,7450345720,324,People & Blogs,People,745,231562000,57900,926200,694700,11100000,2020,Aug,12,8,12-Aug-20
816,Jd Pantoja,13800000,1493776391,16,People & Blogs,Music,7134,13533000,3400,54100,40600,649600,2017,Jun,5,6,05-Jun-17
818,123 Go! Spanish,13800000,5019136690,520,People & Blogs,Howto,1361,26519000,6600,106100,79600,1300000,2019,Mar,13,3,13-Mar-19
859,Peet Montzingo,13400000,10022557589,319,People & Blogs,People,433,397715000,99400,1600000,1200000,19100000,2014,Jun,1,6,01-Jun-14
886,Cookingshooking Hindi,13200000,1758603195,393,People & Blogs,Howto,5855,11490000,2900,46000,34500,551500,2017,Apr,4,4,04-Apr-17
888,Alex Gonzaga Official,13100000,1401914513,287,People & Blogs,People,7733,10848000,2700,43400,32500,520700,2017,Jul,18,7,18-Jul-17
893,Painzeiro,13100000,2555801802,1077,People & Blogs,People,3545,43990000,11000,176000,132000,2100000,2015,Nov,6,11,06-Nov-15
897,Raptorgamer,13100000,2879263916,1444,People & Blogs,Games,3044,62909000,15700,251600,188700,3000000,2016,Jul,16,7,16-Jul-16
943,Go Ami Go!,12700000,1714955279,252,People & Blogs,People,5821,327600000,81900,1300000,982800,15700000,2015,Dec,3,12,03-Dec-15
945,Caseyneistat,12600000,3152402405,1101,People & Blogs,People,2681,5952000,1500,23800,17900,285700,2010,Feb,15,2,15-Feb-10
973,Hero Movies 2023,12400000,1689090619,689,People & Blogs,People,6116,21837000,5500,87300,65500,1000000,2017,Feb,22,2,22-Feb-17
975,Gibby :),12400000,2862685032,226,People & Blogs,People,3087,10278000,2600,41100,30800,493300,2014,Aug,30,8,30-Aug-14
982,Pari'S Lifestyle,12400000,7741764747,459,People & Blogs,People,702,38165000,9500,152700,114500,1800000,2018,Nov,26,11,26-Nov-18
992,Free Fire India Official,12300000,1674409945,1500,People & Blogs,Games,6141,64735000,16200,258900,194200,3100000,2018,Sep,14,9,14-Sep-18
39,Looloo Kids - Nursery Rhymes And Children'S Songs,54000000,32312431239,11,Music,nan,3800129,159,0.04,0.64,0.48,8,2016,Nov,29,11,29-Nov-16
62,Alan Walker,43700000,12884264778,8,Music,Film,4056116,22,0.01,0.09,0.07,1,2006,May,12,5,12-May-06
189,Drake,28100000,15318895118,3,Music,Film,4011030,31,0.01,0.12,0.09,1,2005,Sep,23,9,23-Sep-05
